,id,company_name,job_title,location,job_link,type
304,305,Paytm,DevOps - Senior DevOps Engineer,"Noida, Uttar Pradesh",https://jobs.lever.co/paytm/2e3e2fd1-7bd1-4bf6-a903-f0aef90c2fc0,Tech
305,306,Paytm,DevOps (Data DevOps) - Lead DevOps Engineer,"Noida, Uttar Pradesh",https://jobs.lever.co/paytm/0df048a1-73c8-451b-b6fa-903657924228,Tech
306,307,Paytm,DevOps Automation - Senior DevOps Engineer,"Noida, Uttar Pradesh",https://jobs.lever.co/paytm/089b1734-b000-4350-8801-8e43498eef68,Tech
307,308,Paytm,AVP - Information Security (SOC Lead),"Noida, Uttar Pradesh",https://jobs.lever.co/paytm/f22c34f7-4c19-4336-9da3-690eb50cada0,Other
308,309,Paytm,SOC Analyst - Senior Security Engineer,"Noida, Uttar Pradesh",https://jobs.lever.co/paytm/edfa8d31-8c7b-4eec-a4fa-78f6634cc634,Tech
309,310,Paytm,Technical Program Manager,"Noida, Uttar Pradesh",https://jobs.lever.co/paytm/aa8196ca-a12f-4716-80a3-7ed7b5ff8fea,Tech
310,311,Paytm,Backend - Technical Lead,"Noida, Uttar Pradesh",https://jobs.lever.co/paytm/88c0d80e-7860-48a8-94f1-43f5f75f9a2d,Tech
311,312,Paytm,Backend - Sr. Software Engineer,"Noida, Uttar Pradesh",https://jobs.lever.co/paytm/29e0823c-66fb-47bd-b620-9820cb732aa7,Tech
312,313,Paytm,Backend - Technical Lead ( Java ),"Noida, Uttar Pradesh",https://jobs.lever.co/paytm/03c342a8-a9cd-43b1-92a9-d6408a4c5275,Tech
313,314,Paytm,Backend - Software Engineer/Sr. Software Engineer,"Noida, Uttar Pradesh",https://jobs.lever.co/paytm/ff2c30e7-16a1-4253-a650-7356f49635e2,Tech
314,315,Paytm,Backend - Technical Lead,"Noida, Uttar Pradesh",https://jobs.lever.co/paytm/3f5a9cfc-d677-4b14-9b89-9f28d50a22b9,Tech
315,316,Paytm,Android - Senior Software Engineer,"Noida, Uttar Pradesh",https://jobs.lever.co/paytm/2aae77dd-66d8-47f1-a424-80781f549636,Tech
316,317,Paytm,Backend - Technical Lead,"Noida, Uttar Pradesh",https://jobs.lever.co/paytm/4f4fb2a8-d9aa-45f1-9a2a-cfc56190b808,Tech
317,318,Paytm,Frontend - Senior Software Engineer,"Noida, Uttar Pradesh",https://jobs.lever.co/paytm/65b0c3b5-abab-47b4-bc53-2e05e1a6d33c,Tech
318,319,Paytm,IOS Developer - Software Engineer,"Noida, Uttar Pradesh",https://jobs.lever.co/paytm/27a537db-d1fb-415f-9f97-f57ff80196e2,Tech
319,320,Paytm,Senior QA Engineer - Mobile Apps/SDET,"Noida, Uttar Pradesh",https://jobs.lever.co/paytm/c3b0b23b-7e6c-4d93-95de-c6c20fadf212,Tech
320,321,Paytm,DevOps Engineer/Senior DevOps-Paytm Money,"Bangalore, Karnataka / Noida, Uttar Pradesh",https://jobs.lever.co/paytm/483884b5-23c9-470e-8230-7dc0ad074fa3,Tech
321,322,Paytm,MySQL DBA-Paytm Money-Paytm Money,"Bangalore, Karnataka / Noida, Uttar Pradesh",https://jobs.lever.co/paytm/6d9759c9-3149-47ee-9c31-b6c315b87d48,Other
322,323,Paytm,Senior Engineer-QA Automation-Paytm Money,"Noida, Uttar Pradesh / Bangalore, Karnataka",https://jobs.lever.co/paytm/c01a78e2-02f3-4c5a-b2c3-f52b78c5bf25,Tech
323,324,Paytm,Senior Software Engineer - Android-PML,"Noida, Uttar Pradesh / Bangalore, Karnataka",https://jobs.lever.co/paytm/c972c99a-1cca-4ac0-a9d7-5b38c81713ef,Tech
324,325,Paytm,DevOps - Senior DevOps Engineer,"Bengaluru, Karnataka",https://jobs.lever.co/paytm/4d37f28a-986d-4821-b4ab-322c10acd855,Tech
325,326,Paytm,DevOps- Principal Engineer,"Bangalore, Karnataka",https://jobs.lever.co/paytm/322335a3-2692-4196-8f88-8de66a65ad62,Tech
326,327,Paytm,QA Automation- QA Engineer,"Noida, Uttar Pradesh / Bengaluru, Karnataka",https://jobs.lever.co/paytm/c320f954-62f7-4697-8528-bfee0e8ebce4,Tech
327,328,orient technologies,Team Leader - Business Development (BFSI Sales),Mumbai,https://www.orientindia.in/all-openings,Marketing
328,329,orient technologies,Sales Champion - IT Services Sales,Delhi,https://www.orientindia.in/all-openings,Marketing
329,330,orient technologies,Team Leader - Business Development for Pharma Sales,Mumbai,https://www.orientindia.in/all-openings,Marketing
330,331,orient technologies,Data Center - IT Sales,Bangalore,https://www.orientindia.in/all-openings,Tech
331,332,orient technologies,Team Leader - Business Development for SMB Sales,Mumbai,https://www.orientindia.in/all-openings,Marketing
332,333,orient technologies,Data Center - IT Sales,Chennai,https://www.orientindia.in/all-openings,Tech
333,334,orient technologies,Business Development Manager - Govt & PSU Sales,Mumbai,https://www.orientindia.in/all-openings,Marketing
334,335,orient technologies,Data Center - IT Sales,Chennai,https://www.orientindia.in/all-openings,Tech
335,336,orient technologies,Business Development Manager - BFSI Sales,Mumbai,https://www.orientindia.in/all-openings,Marketing
336,337,orient technologies,Data Center - IT Sales,Chennai,https://www.orientindia.in/all-openings,Tech
337,338,orient technologies,Business Development Manager - SMB Sales,Mumbai,https://www.orientindia.in/all-openings,Marketing
338,339,orient technologies,Sr Cloud Engineer - Linux,Mumbai,https://www.orientindia.in/all-openings,Tech
339,340,orient technologies,Business Development Manager - Cloud Sales,Mumbai,https://www.orientindia.in/all-openings,Marketing
340,341,orient technologies,Cloud Engineer + Windows L2,Mumbai,https://www.orientindia.in/all-openings,Tech
341,342,orient technologies,Business Development Manager for IT Enabled Services Sales,Mumbai,https://www.orientindia.in/all-openings,Marketing
342,343,orient technologies,Cloud Operation Lead,Mumbai,https://www.orientindia.in/all-openings,Other
343,344,orient technologies,Jr. Business Development - BFSI Sales,Mumbai,https://www.orientindia.in/all-openings,Marketing
344,345,orient technologies,Virtualization Engineer/ Operations,Mumbai,https://www.orientindia.in/all-openings,Tech
345,346,orient technologies,Jr. Business Development Executive - SMB Sales,Mumbai,https://www.orientindia.in/all-openings,Marketing
346,347,orient technologies,Network Security Engineer - End Point Security,Mumbai,https://www.orientindia.in/all-openings,Tech
347,348,orient technologies,Jr. Business Development - Govt & PSU Sales,Mumbai,https://www.orientindia.in/all-openings,Marketing
348,349,orient technologies,Project Manager (Infra),Mumbai,https://www.orientindia.in/all-openings,Other
349,350,orient technologies,Sales Champion for Orient Services Sales,Delhi / Chennai / Bangalore,https://www.orientindia.in/all-openings,Marketing
350,351,orient technologies,Data Center - IT Sales,Ahemdabad,https://www.orientindia.in/all-openings,Tech
351,352,orient technologies,Sales Champion for Hyperconverged Infrastructure,Mumbai / Pune / Chennai / Bangalore / Delhi,https://www.orientindia.in/all-openings,Marketing
352,353,orient technologies,SOC Manager,Mumbai,https://www.orientindia.in/all-openings,Other
353,354,orient technologies,Sales Champion for End-User Computing,Pune / Delhi / Chennai,https://www.orientindia.in/all-openings,Marketing
354,355,Livspace,Business Manager - Sales (RES07005),Kolkata,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Marketing
355,356,Livspace,Business Manager - Design (RES06993),Vizag,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Other
356,357,Livspace,Business Manager - Sales (RES06991),Vizag,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Marketing
357,358,Livspace,Validation Lead (RES06988),Vijayawada,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Other
358,359,Livspace,Business Manager - Design (RES06982),Chandigarh,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Other
359,360,Livspace,Design Lead (RES06980),Chandigarh,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Other
360,361,Livspace,Interior Designer (RES06968),Hyderabad,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Design
361,362,Livspace,Junior Interior Designer (RES06967),Gandhinagar,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Design
362,363,Livspace,Design Lead (RES06966),Gandhinagar,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Other
363,364,Livspace,Operations Lead (RES06965),Guwahati,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Other
364,365,Livspace,Business Manager- Design (RES06964),Ahmedabad,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Other
365,366,Livspace,Interior  Designer (Consultant) (RES06955),Gurgaon,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Design
366,367,Livspace,Business Manager - Design & Ops (RES06953),Vizag,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Other
367,368,Livspace,Business Manager - Sales (RES06948),Lucknow,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Marketing
368,369,Livspace,Business Manager - Sales (RES06947),Jaipur,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Marketing
369,370,Livspace,Design Lead (RES06946),Noida,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Other
370,371,Livspace,Operations Lead (RES06939),Vizag,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Other
371,372,Livspace,Design Lead (RES06937),Surat,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Other
372,373,Livspace,Design Lead (RES06936),Vadodara,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Other
373,374,Livspace,Interior Designer (RES06926),Bhubaneswar,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Design
374,375,Livspace,SDE I [Front-end Developer] (COR06924),Bengaluru,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Tech
375,376,Livspace,Business Manager - Design & Ops (RES06922),"Surat, Vadodara, Rajkot",https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Other
376,377,Livspace,SDE I [Back-end Developer] (COR06919),Bengaluru,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Tech
377,378,Livspace,SDE II [Back-end Developer] (COR06918),Bengaluru,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Tech
378,379,Livspace,Principal Engineer (COR06916),Bengaluru,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Tech
379,380,Livspace,Interior Designer ( Consultant ) (RES06914),Surat,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Design
380,381,Livspace,Interior Designer (RES06911),Guwahati,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Design
381,382,Livspace,Interior Designer (RES06910),Patna,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Design
382,383,Livspace,Referral Business Lead (RES06909),Hyderabad,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Other
383,384,Livspace,Design Lead (RES06902),Gurgaon,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Other
384,385,Livspace,Interior Designer (RES06896),Ranchi,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Design
385,386,Livspace,Interior Designer (RES06888),Ahmedabad,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Design
386,387,Livspace,Operations Lead (RES06883),Surat,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Other
387,388,Livspace,Regional Head - Channel Sales (RES06880),Delhi,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Marketing
388,389,Livspace,Project Executive (RES06871),Tumkur,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Other
389,390,Livspace,Category Marketing Manager - Services & Store (RES06870),Mumbai,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Marketing
390,391,Livspace,Category Marketing Manager - Services & Store (RES06866),Ahmedabad,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Marketing
391,392,Livspace,Interior Designer (RES06863),Trivandrum,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Design
392,393,Livspace,Design Lead (RES06853),Delhi,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Other
393,394,Livspace,Quality Support Executive (COR06848),Bengaluru,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Other
394,395,Livspace,Customer Support Executive (RES06844),Bengaluru,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Other
395,396,Livspace,Associate General Manager - Sales (RES06836),Noida,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Marketing
396,397,Livspace,Interior Designer  (RES06820),Noida,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Design
397,398,Livspace,Interior Designer  (RES06818),Noida,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Design
398,399,Livspace,Studio Principal  (RES06817),Kolkata,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Other
399,400,Livspace,Interior Designer (COR06805),Singapore,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Design
400,401,Livspace,Area Sales Executive (RES06803),Ahmedabad,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Marketing
401,402,Livspace,Referral Business Lead (RES06795),Pune,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Other
402,403,Livspace,Pre Sales Associate (RES06786),Bengaluru,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Marketing
403,404,Livspace,Lead - Referral Channel (RES06783),Ahmedabad,https://livspace.sensehq.com/careers/jobs?page=0&pageSize=50&department=&location=&title=&sortBy=&orderBy=ASC&minExp=0&maxExp=100&jobType=&workplaceType=,Other
404,405,Cred,iOS intern,frontend engineering,https://careers.cred.club/openings,Other
405,406,Cred,partnerships management - CRED Store,store,https://careers.cred.club/openings,Other
406,407,Cred,VKYC ops,operations,https://careers.cred.club/openings,Other
407,408,Cred,backend developer,backend engineering,https://careers.cred.club/openings,Tech
408,409,Cred,site reliability engineer,infrastructure,https://careers.cred.club/openings,Tech
409,410,Cred,partnership consultant - commerce,store,https://careers.cred.club/openings,Other
